article_id,title,title_en,abstract_ar,abstract_en,general_field,field,authors,authors_en,publish_date,references,raw_content,content,appendices,source,path
,,Integration of Geographic Information System (GIS) and Analytical Hierarchical Process (AHP) for Dams site selection in Wadi Numan watershed in the Holy City of Mecca,,,,,"[""Oula Ali Hakeem"", ""Sarra Al-Habib Ouerghi""]",,,,,,,ajsrp,AJSRP/ajsrp/5367-5110.pdf
,,The Impact of Teaching Reading Texts Using Reigiluth Elaboration Model in Linguistic Patterns Acquisition and Learning Retention among Third Basic Grade Students in Jordan,,,,,"[""Ahmed Ali Al-Abed Al-Azeez"", ""Yaseen Ali Al-Maqosi""]",,,,,,,ajsrp,AJSRP/ajsrp/5369-5112.pdf
,,The Relationship of The Sultanate of Dar Ouadda with The Ottoman Empire,,,,,"[""Assadik Ahmad Adam""]",,,,,,,ajsrp,AJSRP/ajsrp/5370-5113.pdf
,,"Approximation of functions in Lipschitz class with Muckenhoupt Weights Lip (,p,w) Using Matrix Operator",,,,,"[""Omar Mahmoud Nattouf"", ""Mohammad Mahmoud Amer""]",,,,,,,ajsrp,AJSRP/ajsrp/5371-5114.pdf
,,A Study about One Representation of the Hamiltonian Complex finite dimensional Lie Algebra,,,,,"[""Nader Mahmoud Taffach""]",,,,,,,ajsrp,AJSRP/ajsrp/5372-5115.pdf
,,Building of the Simile in Dariat Abi Alaa Al Marie,,,,,"[""Haneen Shaker Al- Sharif""]",,,,,,,ajsrp,AJSRP/ajsrp/4809-4580.pdf
,,Calligraphy Its historical roots and its philosophical and aesthetic impact,,,,,"[""Saad Jihad ATTIYA""]",,,,,,,ajsrp,AJSRP/ajsrp/4810-4581.pdf
,,The Infinitesimal Holomorphically Projective Deformations of Special Parabolically Kahlerian Spaces,,,,,"[""Namer Hasan Ebou""]",,,,,,,ajsrp,AJSRP/ajsrp/4811-4582.pdf
,,Fuzzy Ideals of Pre A Algebras Pre A,,,,,"[""Sahar Faisal Al-haj Rabye, Haytham Arabi""]",,,,,,,ajsrp,AJSRP/ajsrp/4812-4583.pdf
,,Almost Sure Convergence of The kNN Regression Estimate under Mixing condition K,,,,,"[""Dema Ahmad Al-shakh, Mohamed Deribati, Ahmad Younso""]",,,,,,,ajsrp,AJSRP/ajsrp/4813-4584.pdf
,,The use of modern television technology and its impact on increasing viewing of news programs on Jordanian television from the perspective of employees and technicians working in the news programs,,,,,"[""Malik Rehab Al- Azza, Ezzat Moh’d Hijab""]",,,,,,,ajsrp,AJSRP/ajsrp/4411-4344.pdf
,,The effect of encounter in the experimental novel A stylistic study in Jamal Al Ghitanis Tajalliyat novel,,,,,"[""Bassam Khaled Al- Shawi, Zainab Walid Hayek""]",,,,,,,ajsrp,AJSRP/ajsrp/4412-4169.pdf
,,Readings in spatial patterns in space of Bibi Fatima and the Kings sons novel By Sheikh Dr Sultan bin Mohammed Al Qasimi,,,,,"[""Najeya Ali Rashid Alkharji""]",,,,,,,ajsrp,AJSRP/ajsrp/4413-4170.pdf
,,Statistical estimates bias for data with missing values Nonresponse study,,,,,"[""Hadeel Mohammad Darwish, Muhammad Mazyad Drybati, Mounzer Hasan Boubou""]",,,,,,,ajsrp,AJSRP/ajsrp/4414-4171.pdf
,,Proverbs of the Arabs and their impact on preference in the interpretation of AlNisaburi A comparative descriptive study,,,,,"[""Rana M.Salah Eddin Mousa, Ali Muhammed Asa'ad""]",,,,,,,ajsrp,AJSRP/ajsrp/4415-4172.pdf
,,The motives of Palestinian journalists reluctance to practice investigative journalism,,,,,"[""Omar Issa Fatafta""]",,,,,,,ajsrp,AJSRP/ajsrp/4416-4173.pdf
,,Abi Ali AlFarisis jurisprudence in explaining the letters of meanings in deleting them adding them including them and increasing them The book of AlSheer as a model,,,,,"[""Hasan Morshed Al-Mohamad, Isam Derar Al-Kousa""]",,,,,,,ajsrp,AJSRP/ajsrp/4417-4175.pdf
,,The Unspoken in the Speech of Symbolism School,,,,,"[""Basheer Thabit Mohammed, Lateef Mahmoud Mohammed Al-Ghariri""]",,,,,,,ajsrp,AJSRP/ajsrp/4554-4307.pdf
,,Words that the AlDane was silent about in Ottoman painting In the Alifat,,,,,"[""Mohamed Salem Harsha""]",,,,,,,ajsrp,AJSRP/ajsrp/4159-3919.pdf
,,Description sentence between nominative and verbal and different grammarians in it,,,,,"[""Mohamed Bashir Harba, Zamri Arifin, Hakim Zainal""]",,,,,,,ajsrp,AJSRP/ajsrp/4154-3920.pdf
,,The Names of the Letters for Al Khalil Bin Ahmad A Lexical Morphological Study,,,,,"[""Sara Hassan Saeed Alzahrani""]",,,,,,,ajsrp,AJSRP/ajsrp/4155-3921.pdf
,,Poetry of wine in Ibn Zaidouns Andalusian Diwan An objective analytical study,,,,,"[""Hamzah Abed-Alsalam Al-Khatatneh""]",,,,,,,ajsrp,AJSRP/ajsrp/4156-3922.pdf
,,Social adjustment and self esteem among a sample of visitors and non visitors to the psychological clinic after being exposed to psychological trauma Sexual harassment as an example,,,,,"[""Zahraa Hussain Almosawi, Ahmad Fadhel Alkout, Mohammad Abd Alali Akbar""]",,,,,,,ajsrp,AJSRP/ajsrp/4157-3923.pdf
,,Formation of Consciousness of Fictional Characters Reading in the novel AlMasarrat Wal Awja Joys and Pains,,,,,"[""Kawthar Muhammed Ali Jabara""]",,,,,,,ajsrp,AJSRP/ajsrp/4160-3924.pdf
,,The verbal correlations in the dictionary of Abu Hilal alAskari are names of the remains of things in the manner of the letters of the dictionary,,,,,"[""Alwah Hazam Muslah Aloreany""]",,,,,,,ajsrp,AJSRP/ajsrp/3801-3596.pdf
,,Vocal Harmony in Zaid Bin Ali Reading,,,,,"[""Leena Ali Al-Jarrah, Mustafa Hasan Alqudah""]",,,,,,,ajsrp,AJSRP/ajsrp/3802-3597.pdf
,,The influence of Islam on forming images in the Umayyad poetry,,,,,"[""Rehab AbdUlmohsen Al- Qurashi""]",,,,,,,ajsrp,AJSRP/ajsrp/3803-3598.pdf
,,The Expressive Value of The Segmental Phonemes The Ayahs Describing The Battle of Uhud As A Model,,,,,"[""Raweh Hamid Albar, Aisha Saleh Babssal""]",,,,,,,ajsrp,AJSRP/ajsrp/3804-3599.pdf
,,Responses of AlZamlkani Died in 651 Hijri in his book Ghayat Al muhassal fi sharh Al mofassal to AlZamakhshari and AbnAl Hajeb in the names section presentation and study 651,,,,,"[""Wadha Ahmad Mossad Al-Wargash""]",,,,,,,ajsrp,AJSRP/ajsrp/3805-3600.pdf
,,Slimyah Sect and its Doctrinal Opinions on the Divine Self in the Light of Islamic Doctrine,,,,,"[""Eisa Rabeeh Ahmad""]",,,,,,,ajsrp,AJSRP/ajsrp/3806-3601.pdf
,,Trends of criticism between the two caliphs Omar bin Alkhatab and Abdulmalek bin Marwan A comparative study of environment effect,,,,,"[""Awadh Ahmed Hasan""]",,,,,,,ajsrp,AJSRP/ajsrp/3407-3250.pdf
,,Analyzing the content of the poetic discourse in the poem Bant Souad A study in light of the solidarity strategy,,,,,"[""Hosam Mohammad Al-Btoosh""]",,,,,,,ajsrp,AJSRP/ajsrp/3410-3251.pdf
,,Technology and Conceptual Art in Fashion Shows and Designs by Iris Van Herpen,,,,,"[""Dalal Abdullah Al-Harthy Al-Shareef""]",,,,,,,ajsrp,AJSRP/ajsrp/3412-3252.pdf
,,The Relationship between the Verbal Composition of a Language and the Mental Image of the Speaker or Writer,,,,,"[""Abdallah Ali Althory""]",,,,,,,ajsrp,AJSRP/ajsrp/3413-3253.pdf
,,Awad Al Qawzi and the issues of the grammatical term,,,,,"[""Ibrahem Humaidan Al- Mutairi""]",,,,,,,ajsrp,AJSRP/ajsrp/3414-3254.pdf
,,The Effectiveness of the Landa Model on the Development of Innovative Thinking Skills and the Acquisition of Jurisprudential Concepts Among the Students of the Tenth Grade in Jordan,,,,,"[""Yaseen Ali Al- Maqosi""]",,,,,,,ajsrp,AJSRP/ajsrp/3415-3255.pdf
,,The Miraculous in The Stories of Prophets 427,,,,,"[""Sherefah Ibrahim Bintaleb""]",,,,,,,ajsrp,AJSRP/ajsrp/3416-3256.pdf
,,The Effectiveness of Educational Program based on Explanation of Judgments and the Embodiment of Ideas in Acquisition of Jurisprudential Concepts and Developing Logical Thinking Skills among Secondary Stage Male Students in the State of Kuwait,,,,,"[""Frahan Ibrahim Al- Shammary, Yaseen Ali Al- Maqosi""]",,,,,,,ajsrp,AJSRP/ajsrp/3108-2941.pdf
,,Coronas Reflections on Contemporary Arabic Poetry Corona Pandemic Poem by Hashem AlBashir As a model,,,,,"[""Salih Shuaib Salih, Maha Ahmed Ismail""]",,,,,,,ajsrp,AJSRP/ajsrp/3109-2942.pdf
,,Jordanian womens use of documentary programs and the fulfilment gained from them AlJazeera Documentary Channels and National Geographic Abu Dhabi as examples,,,,,"[""Odai Ahmad Qaqish, Mohammad Hashem Al-Momani""]",,,,,,,ajsrp,AJSRP/ajsrp/3110-3015.pdf
,,Relative linguistics theory and ancient Arabic grammar,,,,,"[""Ryhanah Abdullah Al-Ansary""]",,,,,,,ajsrp,AJSRP/ajsrp/3111-2944.pdf
,,Towards Teaching Contemporary Arabic Linguistics between Theorizing and Application,,,,,"[""Sahli Djelloul, Khaldi Hicham""]",,,,,,,ajsrp,AJSRP/ajsrp/3116-2945.pdf
,,Competencies and their Role in Teaching Human Sciences The Didactics of History in Tunisia as a model,,,,,"[""Ramzi Ben Mohamed Tej""]",,,,,,,ajsrp,AJSRP/ajsrp/3112-2946.pdf
,,Revival of the Abbasid caliphate in Cairo In light of inscriptions on Mamluk coins 659 AH 1261CE 6591261,,,,,"[""Elshahat Anwar Barakat""]",,,,,,,ajsrp,AJSRP/ajsrp/3113-3016.pdf
,,The extent to which private schools in Shafa Badran area Amman implement their educational and legal obligations to apply online education in light of Corona pandemic,,,,,"[""Omar musa mahasneh, Othman Ibrahim bnitaha""]",,,,,,,ajsrp,AJSRP/ajsrp/3114-3017.pdf
,,Obstacles facing the application of the law of protection from abuse from the point of view of workers in the Social Protection Department in Makkah AlMukarramah Region,,,,,"[""Fahad Ahmad Apopakr Almalki""]",,,,,,,ajsrp,AJSRP/ajsrp/3115-2949.pdf
,,The Jurisprudential Maxim Translators Statement is Absolutely Accepted Between Islamic Law and Civil Procedures Law in the Sultanate of Oman And Contemporary Applications,,,,,"[""Fahad Khamis Ahmad Al-Fahdi""]",,,,,,,ajsrp,AJSRP/ajsrp/2812-2631.pdf
,,Text coherence in Surat Abs Referral as a template,,,,,"[""Yasmine Abdullah Saad""]",,,,,,,ajsrp,AJSRP/ajsrp/2813-2632.pdf
,,Verbal Subscribers of Matin Al Shatibya Collection and Study,,,,,"[""Othman Rashid Majeed""]",,,,,,,ajsrp,AJSRP/ajsrp/2814-2633.pdf
,,The means of modern technology and their impact on worships Purity Prayer as a model A Jurisprudential Study,,,,,"[""Emad Hamdy Abdelsamed Abdelhamed""]",,,,,,,ajsrp,AJSRP/ajsrp/2815-2634.pdf
,,The position of the Algerian national movements on the Palestinian issue 1936 1948 1936 1948,,,,,"[""Sami Mohammed Alqam""]",,,,,,,ajsrp,AJSRP/ajsrp/2816-2635.pdf
,,Human and Idea in the polyphonic novel Blood and Fires Tetralogy of Abdolmalek Mortadh as a model,,,,,"[""Mamoun Abdelouahab, Tehirichi Abdelhafid""]",,,,,,,ajsrp,AJSRP/ajsrp/2817-2636.pdf
,,Aesthetic Rhythm poetic image in the poems of Alhadirah Thubiani,,,,,"[""Awwad Ahmad Aldandan""]",,,,,,,ajsrp,AJSRP/ajsrp/2818-2637.pdf
,,The Verbal Participation in Arabic Language A Linguistics Study,,,,,"[""Alaa Taref Garibeh""]",,,,,,,ajsrp,AJSRP/ajsrp/2527-2388.pdf
,,The Argumentation in the Message of Sahl Bin Haroun to his Cousins of AL Rahboon,,,,,"[""Ahmad Abdalkareem Al- Molqi""]",,,,,,,ajsrp,AJSRP/ajsrp/2528-2389.pdf
,,AlMalaqi grammatical opinions in Mughni AlLabibs Book A linguistic descriptive study,,,,,"[""Ahyaf Abdel Azeze Burini""]",,,,,,,ajsrp,AJSRP/ajsrp/2529-2390.pdf
,,Cohesion and harmony in the poem Three Pictures by poet Mahmoud Darwish,,,,,"[""Ahmed Mohammad Albzour""]",,,,,,,ajsrp,AJSRP/ajsrp/2530-2391.pdf
,,Proverbs in Ithaf Zawi Al istehqaq bi baad Morad Al Mouradi wa Zawaed Abi Ishaq Grammar study,,,,,"[""Sarah Abdullah Alsabih""]",,,,,,,ajsrp,AJSRP/ajsrp/2531-2392.pdf
,,Duality Linguistic and Its Impact on Arabic Language,,,,,"[""Tamam Hamad Almnaizl""]",,,,,,,ajsrp,AJSRP/ajsrp/2532-2393.pdf
,,Memory of representation of social life in the explanation of Al zouzni for the sleepless seven,,,,,"[""Mohammed Yamani Mebirik""]",,,,,,,ajsrp,AJSRP/ajsrp/2533-2394.pdf
,,The level of reflective thinking among mathematics teachers of the first three school classes in Jordan,,,,,"[""Awad Mufleh Alkhazam""]",,,,,,,ajsrp,AJSRP/ajsrp/2534-2395.pdf
,,The Impact of Knowledge Sharing on the Services Provided by of Security and Safety Employees in Saudi Telecom Company,,,,,"[""Yousef saeed alghamdi""]",,,,,,,ajsrp,AJSRP/ajsrp/2233-2106.pdf
,,Technical construction tools in a novel The Dream of Long Distance by Suleiman Al Qawabba,,,,,"[""Osama Mohamed El- Shishiny""]",,,,,,,ajsrp,AJSRP/ajsrp/2235-2108.pdf
,,Satirical argument in political discourse,,,,,"[""Cherif rym""]",,,,,,,ajsrp,AJSRP/ajsrp/2236-2109.pdf
,,The Polyphony of Closed Space in the Contemporary Saudi Narration,,,,,"[""Mishal Fadhi al- Moghairi""]",,,,,,,ajsrp,AJSRP/ajsrp/2237-2110.pdf
,,Features of communicative in Arabic grammar,,,,,"[""Sefaa Ali Al-maqabelah""]",,,,,,,ajsrp,AJSRP/ajsrp/2238-2111.pdf
,,The Sub Laplacian on The Heisenberg Group and Its Spectral Properties,,,,,"[""Soha Ali Salamah""]",,,,,,,ajsrp,AJSRP/ajsrp/2239-2112.pdf
,,The difference in the versions of the book and its impact on the understanding of the words of Sippoy Abu Nasr Al Qurtubi d 401 AH model 401,,,,,"[""Ghareeb Abdulrahman Abdullah Al- Adyani""]",,,,,,,ajsrp,AJSRP/ajsrp/1992-1901.pdf
,,Social norms in pre Islamic poetry Antara bin Shaddad as a model,,,,,"[""Huda Qism Allah Mustafa""]",,,,,,,ajsrp,AJSRP/ajsrp/1993-1902.pdf
,,The Semantic Structure of narrative discourse in the novel The Alley of Mudaq by Naguib Mahfouz,,,,,"[""Laila Othman Abdalla""]",,,,,,,ajsrp,AJSRP/ajsrp/1994-1903.pdf
,,The strategy of conflict of interpretations in the poem dream of an empty night by the poet Ahmed Abdel Moaty Hijaz,,,,,"[""Mahmoud Khalif Khudair Obaid Hayani""]",,,,,,,ajsrp,AJSRP/ajsrp/1995-1904.pdf
,,The functional shift in social media prepositions and conjunction as a sample,,,,,"[""NUJUD ISMAIL ALANAZI, MOHD AZIDAN ABDUL JABAR, ABDURRAUF HASSAN, ABULHALIM BIN MOHAMAD""]",,,,,,,ajsrp,AJSRP/ajsrp/1996-1905.pdf
,,Reference in selected articles of Dr Ibrahim Al Turkis book Wafq al tawqt al Arab,,,,,"[""Norah Abdullah Al-Sohebani,  Amal Othman Al- Atta""]",,,,,,,ajsrp,AJSRP/ajsrp/1997-1906.pdf
,,Maximizing Rituals of Pilgrimage A Communicative Cognitive Analysis,,,,,"[""Mohammed Babiker Alawad""]",,,,,,,ajsrp,AJSRP/ajsrp/2011-1919.pdf
,,Morphological Terms in the Textbooks of Morphology A study of their concepts Overlapping and Forms substitution,,,,,"[""Abu Haneefa Omer AlShareef Ali Omer, Entesar Mahdadi Abdallah ElSiddig""]",,,,,,,ajsrp,AJSRP/ajsrp/1761-1685.pdf
,,Tense in the Principles of Semantics,,,,,"[""Deeaa Hussin Mouheb Aldeen""]",,,,,,,ajsrp,AJSRP/ajsrp/1762-1686.pdf
,,The linguistics characterstics of Bni Sofyans dialect An analytic descriptive study,,,,,"[""Afrah Mohsen Al-salmi""]",,,,,,,ajsrp,AJSRP/ajsrp/1763-1687.pdf
,,The concept of sentence between sentence grammar and text grammar,,,,,"[""Hasan Mohammed Mfreg""]",,,,,,,ajsrp,AJSRP/ajsrp/1764-1688.pdf
,,The contradictory duals The meaning and the term,,,,,"[""Khaled Abd alazaiz Hassan""]",,,,,,,ajsrp,AJSRP/ajsrp/1765-1689.pdf
,,Mechanisms of Generating the Arabic Term,,,,,"[""Najat Amhamad Hussein""]",,,,,,,ajsrp,AJSRP/ajsrp/1766-1690.pdf
,التحليل المبني على نظم المعلومات الجغرافية للتغيرات السكانية في محافظة عمان (2010-2015),the GIS-Based Analysis of Population Changes in Amman Governorate  (2010–2015),,,,,"[""Eman  B. F. Al-Zbon"", ""Professor Dr. Yusra Al-Hasban""]",,,,,,,AM_Art,AM/pdf/Art/Art_1.pdf
,مكانة القاضي الجماعي في الأندلس: النشأة والتطور والواجبات القضائية في العصر الأموي *,"The Position of Group Judge in Al-Andalus: The Establishment, Development and the Judicial Duties in the Umayyad Era *",,,,,"[""Abdullah A. K. Dandan"", ""Yousef Bani Yassin""]",,,,,,,AM_Art,AM/pdf/Art/Art_4.pdf
,فاعلية برنامج علاجي قائم على النظم الأسرية الداخلية في تحسين التنظيم الانفعالي لدى طلاب الجامعة,The Effectiveness of a Treatment Program Based on Internal Family Systems to Improve Emotional Regulation among University Students,,,,,"[""Liwaa Khalil Al-Dasouqi""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_5.pdf
,أثر الرضا الوظيفي على الالتزام التنظيمي لدى مديري المدارس الثانوية مع الإشارة بشكل خاص إلى المدارس الحكومية في محافظة إربد – الأردن,The The Impact Of Job Satisfaction On Organizational Commitment Among Secondary School Principals With Special Reference To Public Schools In The Irbid Governorate –Jordan,,,,,"[""alaa harahsheh"", ""Ziyad  M. Al-Gonmeen""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_6.pdf
,أثر طرق التدريس لمعلمي التربية المهنية في اكتساب المهارات المهنية لدى الطلاب,The Impact of Teaching Methods of Vocational Education Teachers on Acquiring Vocational Skills Among Students,,,,,"[""Zaid Daher Khalaf Hazaimeh""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_7.pdf
,درجة استخدام الذكاء الاصطناعي في اتخاذ القرار الإداري لدى القيادات الأكاديمية في جامعة آل البيت.,The Degree of Artificial Intelligence Utilization in Administrative Decision-making among Academic Leaders at Al al-Bayt University.,,,,,"[""Lutfi Al-Masaeed"", ""Muhammad Al-Hawamdeh"", ""Muhammad Al-Harahsheh""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_8.pdf
,السمات القيادية والإدارية لمعلمي التربية الرياضية في مديرية التربية والتعليم للمنطقة الجامعية وعلاقتها بتعزيز مفهوم الرياضة المدرسية الحديثة من وجهة نظرهم,Leadership and Administrative Traits of Physical Education Teachers in the Directorate of Education for the University District and their Relationship in Reinforcing the Concept of Modern School Sports from their perspective,,,,,"[""Yassin Ali Al-Maharmeh""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_9.pdf
,القدرة التنبؤية لتنظيم الانفعالات في جودة الحياة المهنية لدى أخصائيي الصحة النفسية في مخيمات اللاجئين المتضررة من الصراعات,Predictive Ability of Emotion Regulation in the Quality of Professional Life among Mental Health Professionals in Refugee Camps Conflict-Affected,,,,,"[""Ahmed  Bani Khalid"", ""Omar  Al-Adamat"", ""Ibrahim  Bani Khalid""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_10.pdf
,فاعلية استراتيجية فيجوتسكي للتعلم التوليدي في بناء المفاهيم على مستوى التحصيل والاحتفاظ بالتعلم في مقرر استراتيجيات التدريس لطالبات السنة الرابعة تخصص تربية الطفل,The effectiveness of Vygotsky's generative learning strategy in building concepts at the level of achievement and retention of learning impact in the teaching strategies course for fourth-year female students majoring in child education,,,,,"[""Raed Ahmad Al-Karimeen""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_11.pdf
,واقع تخطيط التعاقب القيادي في جامعة آل البيت من وجهة نظر أعضاء هيئة التدريس,The Status Que of Leadership Succession Planning at Al al-Bayt University from Faculty Members’ Points of View,,,,,"[""Musalm Al-Shorofat"", ""Mahmoud  Al-Meqdadi"", ""Mohammed Al-Hawamdeh""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_12.pdf
,دور الجامعات الأردنية في تعزيز التربية الأخلاقية لدى طلبتها للتعامل مع العصر الرقمي,The Role of Jordanian Universities in Enhancing Ethical Education Among Their Students to Deal with the Digital Age,,,,,"[""Faten M. Abu Salah"", ""Mohammad AlZboon""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_13.pdf
,الاتجاهات نحو BTEC لدى طلبة الصف العاشر وأولياء أمورهم في محافظة إربد,Attitudes Towards BTEC among Tenth Grade Students and Their Parents in Irbid District,,,,,"[""sohaib alrefai""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_14.pdf
,درجة الكفاءة الذاتية الرقمية وعلاقتها بمهارات معالجة المعلومات لدى طلبة الجامعة الأردنية,The Degree of Digital Self-Efficacy and Its Relationship to Information Processing Skills Among University of Jordan Students,,,,,"[""Israa A. Al-Adwan"", ""Ferial Abu Awwad""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_15.pdf
,أثر استخدام البرمجيات الإلكترونية في تحسين مهارات الاستماع لدى طلبة الصف الخامس الأساسي في محافظة الزرقاء,The Impact of the Use of Electronic Software on Improving  the Listening Skills of Fifth Grade Students in Zarqa Governorate,,,,,"[""Shorouq H. Al-Amash"", ""Hamoud M. Al-Olimat"", ""Mamoun  Al-Zbon""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_16.pdf
,آليات الدفاع الأولية لدى طلبة الجامعة من ذوي الإعاقة: دراسة مقارنة,Primary Defense Mechanisms among University Students with Disabilities: A Comparative Study,,,,,"[""alia Al-oweidi"", ""Randa A. Barakat""]",,,,,,,AM_Edu,AM/pdf/Edu/Edu_17.pdf
,أثر التدفقات النقدية التشغيلية والأرباح التشغيلية على التوزيعات النقدية: الذمم المدينة كمتغير معتدل في الشركات الصناعية المساهمة العامة الأردنية,The Impact of Operating Cash Flows and Operating Profits on Cash Dividends: Accounts Receivable as a Moderating Variable in Jordanian Public Shareholding Industrial Companies,,,,,"[""Muhammad Ali Alhayek"", ""Dhaifallah Aleimat""]",,,,,,,AM_Bus,AM/pdf/Bus/Bus_18.pdf
,أثر القيادة التحويلية على جودة الحياة الوظيفية: دراسة ميدانية في شركات التأمين الأردنية,The Impact of Transfomational Leadership on the Qulaity of Work Life: A Field Study  in Jordanian Insurance Companies,,,,,"[""Safa Al Olimat""]",,,,,,,AM_Bus,AM/pdf/Bus/Bus_19.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/100.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/101.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/102.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/103.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/104.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/105.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/106.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/107.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/108.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/109.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/10.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/110.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/111.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/112.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/113.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/114.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/115.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/116.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/117.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/118.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/119.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/11.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/120.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/121.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/122.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/123.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/124.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/125.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/126.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/127.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/128.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/129.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/12.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/130.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/131.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/132.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/133.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/134.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/135.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/136.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/137.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/138.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/139.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/13.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/140.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/141.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/142.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/143.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/144.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/145.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/146.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/147.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/148.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/149.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/14.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/150.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/151.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/152.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/153.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/154.pdf
,,,,,Agricultural,,,,,,,,,ARPD,ARPD/Agricultural/155.pdf
