article_id,abstract_ar,source,path,keywords,author_ids
802,"هدفت الدراسه الا تقييم مستوا الاداء المؤسسي في المدارس الاهليه في مدينه الحديده باستخدام بطاقه الاداء المتوازن من وجهه نظر المديرين والوكلاء والمعلمين. ولتحقيق اهداف الدراسه: اتبع الباحث المنهج الوصفي التحليلي. واعد استبانه تتضمن )53( فقره موزعه علا اربعه ابعاد : (البعد المالي والعميل (الطالب). والعمليات الداخليه, والنمو والتعلم). وتكونت عينه الدراسه من )215( فرداء )60( منهم من القياده المدرسيه (مديرينء ووكلاء). و(155) من المعلمين. واظهرت نتائج الدراسه ان مستوا الاداء المؤسسي ASI في المدارس الاهليه في مدينه الحديده وفق منظور بطاقه الاداء المتوازن كان متوسطا؛ حيث بلغ المتوسط الحسابي )3.32( clay بعد العمليات الداخليه في المرتبه الاولا بمتوسط حسابي )3.42( ومستوا اداء متوسطء وحل sail المالي في المرتبه الرابعه والاخيره بمتوسط حسابي )3.21( ومستوا اداء متوسطء كما اظهرت النتائج عدم وجود فروق داله احصائيا عند مستوا الدلاله (0.05 -0) تغزا الا متغيرات (الجنس. والمسما الوظيفي. وسنوات الخدمه). (ال",ARPD,finalpdfs/147.pdf,['بطاقه الاداء المتوازن تقييم الاداء المؤسسيء المدارس'],"[np.str_('AUTH_00089'), np.str_('AUTH_00179')]"
803,"هدفت هذه الدراسه الا تقصي اثر ترتيب فقرات اختبار اختيار من متعدد وفق مؤشرات احصائيه في دقه تقدير معالم الفقرات وقدره الافراد. ولتحقيق الهدف من الدراسه؛ تم توليد استجابات ثنائيه ل 1000 مفحوص, بواقع 100 مره لسبعه نماذج من الاختبار حسب طريقه ترتيب الفقرات. وتم تحليل البيانات المولده؛ وذلك لتقدير معالم الفقرات وقدره الافراد وايجاد قيم الجذر التربيعي لوسط مربعات الانحرافات. والتحيز لهذه التقديرات. وكشفت نتائج الدراسه عن وجود اثر ذي دلاله احصائيه لطريقه ترتيب الفقرات علا معالم الفقرات وقدره الافراد. حيث اشارت النتائج الا ان الوسط الحسابي لقيم الجذر التربيعي لوسط مربعات الانحرافات لمعالم الفقرات وقدره الافراد كان الاقل عندما رتبت الفقرات عشوائيا (النموذج الرابع). وعندما رتبت تنازليا حسب مؤشر صدق الفقره (النموذج الخامس). كما اشارت النتائج الا ان قيم الوسط الحسابي لمؤشر التحيز (ال",ARPD,finalpdfs/148.pdf,['الاختيار من متعددء النموذج ثلاثي المعلمات. طريقه ترتيب'],[np.str_('AUTH_00222')]
804,"هدفت الدراسه الحاليه الا التعرف الا مستوا الانغماس الوظيفي لدا المعلمين. وتصوراتهم للمناخ المدرسيء والتعرف الا ما اذا كانت هناك فروق ذات دلاله احصائيه في مستوا الانغماس الوظيفي وتصورات المناخ المدرسي تعزا لمتغيرات الجنسء والمؤهل العملي. وعدد سنوات الخبره كما هدفت الدراسه الا فحص العلاقه الارتباطيه بين الانغماس الوظيفي للمعلمين والمناخ المدرسي. ولتحقيق اهداف الدراسه. استخدم مقياس الانفماس الوظيفيء ومقياس المناخ المدرسا. تكونت عينه الدراسه من )576( Lalas ومعلمه من معلما مديريه تربيه وتعليم قصبه المفرق. تم اختيارهم بالطريقه القصديه. وقد اظهرت نتائج الدراسه ان الانغماس الوظيفي cle بمستوا مرتفع. مع وجود فروق داله احصائيا في مستوا الانغماس الوظيفي تعزا لمتغير الجنس لصالح المعلمات SLY) ووجود فروق alls احصائيا في مستوا الانغماس الوظيفي تعزا لمتغير المؤهل العلمي, لصالح المعلمين الحاصلين علا Jase دراسات علياء ووجود فروق Als احصائيا في مستوا الانغماس الوظيفي تعزا لمتغير عدد سنوات الخبره لصالح المعلمين الذين تقل خبراتهم عن عشر سنوات. وكذلك اظهرت النتائج ان تصورات المعلمين المناخ المدرسي الكلي تعزا لمتغير الجنسء؛ ووجود فروق داله احصائيا في بعدي المشاركه المجتمعيه والاصرار الاكاديمي تعزا لمتغير الجنس لصالح SLY ووجود فروق داله احصائيا في بعد القياده الجماعيه تعزا لمتغير الجنس؛ ولصالح الذكور. ووجود فروق داله Wiles في تصورات المناخ المدرسي تعزا لمتغير المؤهل العلمي لصالح المعلمين الحاصلين علا مؤهل دراسات عليا. فيما اظهرت النتائج وجود فروق داله احصائيا في تصورات المناخ المدرسي تعزا لمتغير عدد سنوات الخبره لصالح المعلمين الذين تقل خبراتهم عن عشر سنوات. واظهرت النتائج وجود علاقه ارتباطيه موجبه وداله احصائيا بين الانغماس الوظيفي والمناخ المدرسي. (ال",ARPD,finalpdfs/149.pdf,"['الانغماس الوظيفي', 'المعلمون', 'المناخ المدرسي']",[np.str_('AUTH_00074')]
805,"هدفت هذه الدراسه الا الكشف عن العلاقات السببيه بين الذكاء العاطفي لدا القيادات الاكاديميه والتميز المؤسسي من خلال الدور الوسيط للسعاده في بيئه العمل الجامعي. ولتحقيق هذا البدف. استخدم مقياس الذكاء العاطفي لوونغ ولو )2002 (WLIES; Wong Law, ومقياس بسيطه بلغ حجمها 116 قائده اكاديميه بجامعه الاميره نوره بنت عبد الرحمن. وقد كانت ابرز النتائج ما يلي: Mol حصول جميع متغيرات الدراسه علا مستويات تقييم AUS مرتفعه. GE يؤثر الذكاء العاطفي لدا القيادات الاكاديميه بشكل مباشر وايجابي في التمهز المؤوسسي. وبالمثل في السعاده في بيئه العمل. IG ارتبطت المستويات المرتفعه من السعاده في بيئه العمل بمستويات اعلا من التميز المؤسمي. اخيرا. تم الكشف عن ان السعاده في بيئه العمل تتوسط sje في علاقه التاثير بين الذكاء العاطفي لدا القيادات الاكاديميه والتمهز المئؤوسمي. وبشكل اجمالي Aud ial ويمثل النموذج السببي الانسب لمتغيرات الدراسه الحاليه. ال",ARPD,finalpdfs/14.pdf,"['الذكاء العاطفي', 'التمهز المئؤوسمي', 'السعاده في بيئه العمل', 'القيادات']","[np.str_('AUTH_00037'), np.str_('AUTH_00101'), np.str_('AUTH_00080'), np.str_('AUTH_00218')]"
806,"هدفت هذه الدراسه الا التعرف الا نوعيه الحياه لدا العاملين من ذوي الاعاقه في الاردن وعلاقتها ببعض المتغيرات. قام الباحث بتطوير اداه لقياس مستوا نوعيه الحياه لدا العاملين من ذوي الاعاقه. وقد تكونت اداه نوعيه الحياه من )26( فقرهء وتم التاكد من معاملات صدقها وثباتها. اشتملت عينه الدراسه علا (154) من الافراد العاملين من ذوي الاعاقه تم اختيارهم بالطريقه المتيسره. وقد اظهرت نتائج الدراسه ان مستوا الدرجه الكليه والدرجه علا مجالات مقياس نوعيه الحياه لدا العاملين من ذوي الاعاقه كان متوسطاء حيث دلت النتائج علا تمتع الاناث العاملات ذوات الاعاقه بنوعيه حياه افضل منها لدا الذكورء Lol في متغير العمرء فكانت الفروق لصالح الفئه العمريه (اقل من 30 سنه). وفي متغير المؤهل العلمي كانت لصالح فئه (ثانويه Led دون). وفي متغير عمر الاصابه فكانت لصالح الفئات العمريه (15-6 سنه) و (اكثر من 16 (Hw بينما لم تظهر النتائج ايه فروق ذات دلاله احصائيه تعزا لمتغيري نوع الاعاقه, وعدد سنوات العمل. (ال",ARPD,finalpdfs/150.pdf,['نوعيه الحياه. العاملون ذوو الاعاقه'],[np.str_('AUTH_00136')]
807,"هدفت هذه الدراسه الا التحقق من اثر فاعليه برنامج جمعي يستند الا نظريه العلاج المعرفي السلوكي في تحسين تمايز الذات وخفض غموض الهرميه لدا النساء العاملات في الحقل الطبي. ولتحقيق هدف الدراسه. تم اختيار عينه من العاملات في الحقل الطبي في العاصمه lac بواقع )18( Bane تم تقسيمهن الا مجموعتين: تجريبيه )9( سيدات. وضابطه (9) la وتم تطوير مقياسين: احدهما لتمايز OIL والاخر لغموض الهرميه. cling برنامج مستند الا نظريه العلاج المعرفي السلوكي الاسري. وبعد تطبيق البرنامج علا اعضاء المجموعه التجريبيه اشارت النتائج الا ان المجموعه التجريبيه قد تحسنت في تمايز الذات, وانخفض لديها غموض الهرميه بشكل دال احصائيا مقارنه مع المجموعه الضابطه. كما استمر التحسئن لدا اعضاء المجموعه التجريبيه بعد شهر من المتابعه. وبناء علا نتائج الدراسه. تم الخروج ببعض التوصيات, منها : الاهتمام بالسيدات في منتصف العمرء وتخصيص برنمج ارشاديه لهنء خاصه العاملات في الحقل الطبي. (ال",ARPD,finalpdfs/151.pdf,['برنامج ارشاد اسريء النظريه المعرفيه السلوكيه. تمايز'],"[np.str_('AUTH_00027'), np.str_('AUTH_00201')]"
808,"هدفت الدراسه الا التعرف الا درجه مساهمه اعضاء هيئه التدريس فا عمليه اتخاذ القرار فا الجامعات الحكوميه والخاصه في محافظه اربد. ولتحقيق اهداف dl all تم استخدام المنهج الوصفي المسحيء وتم تطوير استبانه تكونت من )31( فقره موزعه علا خمسه مجالات هي: الاداره الجامعيه. وشؤون هيئه التدريس. والشؤون الاكاديميه. وشؤون LLM والمجتمع المحلي. بعد التاكد من صدقها وثباتها بالطرق الاحصائيه. وتكون مجتمع الدراسه من جميع اعضاء الهيئه التدريسيه في جامعه اليرموك وجامعه جدارا البالغ عددهم )1270( ووزع الباحثان الاستبانه علا عينه تكونت من )300( عضو هيئه تدريسء وذلك خلال الفصل الدراسي الثاني من العام الجامعي2020/2019. وبعد تطبيق الاداه واجراء المعالجات الاحصائيه. توصلت الدراسه الا ان مساهمه اعضاء هيئه التدريس فا عمليه اتخاذ القرار فا الجامعات الحكوميه والخاصه فا محافظه اربد جاءت بدرجه متوسطه, كما تبين وجود فروق ذات دلاله احصائيه علا مجال (الاداره الجامعيه) تعزا لمتغير الرتبه الاكاديميه. لصالح رتبه استاذ. وعلا مجال (الشؤون الاكاديميه) لمتغير الرتبه الاكاديميه. لصالح رتبتي استاذ واستاذ مشاركء اضافه الا وجود فروق ذات دلاله احصائيه علا مجالي (الاداره Ayrolall وشؤون الطلبه) تعزا لمتغير نوع daslall لصالح الجامعات الخاصه. وبناء علا ما توصلت اليه الدراسه من نتائج تمت التوصيه بالاستثمار الامثل للقدرات البشريه من اعضاء هيئه التدريس وفتح مجالات المساهمه في صنع القرار في الجامعات الاردنيه. (ال",ARPD,finalpdfs/152.pdf,['اعضاء الهيئه التدريسيه. اتخاذ القرارء الجامعات الاردنيه'],"[np.str_('AUTH_00140'), np.str_('AUTH_00012')]"
809,"هدفت الدراسه الا الكشف عن دور مديري المدارس في سلطنه عمان في تعزيز قيم التسامح الفكري لدا الطلبه. ومعرفه اثر كل من المتغيرات: (الجنسء. والصفء والمحافظه). وقد استخدم الباحثان المنهج الوصفي التحليلي؛ وقد تكون مجتمع الدراسه من جميع الطلاب والطالبات في الصفين (العاشر والحادي عشر) في المدارس الحكوميه التي تضم هذين الصفين معا في محافظات (مسقطء وشمال LL وجنوب الباطنه) البالغ عددهم )9521( وتكونت عينه الدراسه من )2000( طالب وطالبه من طلبه المدارسء تم اختيارهم بالطريقه الطبقيه العشوائيه. واعتمدت نتائج الدراسه علا استبانه مكونه من ثلاثه مجالات, وتوصلت نتائج الدراسه الا ان دور مديري المدارس في سلطنه عمان في تعزيز قيم التسامح الفكري لدا الطلبه (ككل) ومجالاتها من وجهه نظر الطلبه جاءت بمستوا متوسطء مع وجود فروق ذات دلاله احصائيه (0.05 (OS تعزا HAY niall حيث جاءت الفروق لصالح ALY وعدم وجود فروق ذات دلاله احصائيه تعزا لاثر الصفء. ووجود فروق ذات دلاله احصائيه تعزا لاثر المحافظه التعليميه وجاءت الفروق لصالح محافظه شمال الباطنه. ومن ابرز التوصيات دعوه الجهات المعنيه في وزاره التربيه والتعليم الا ضروره توجيه مديري المدارس الا اعطاء مساحه كافيه للطلبه في التعبير عن ارائهم في القضايا الفكريه المطروحه علا الساحه دون كبت او انغلاق. (ال",ARPD,finalpdfs/153.pdf,['دورء مديرو المدارسء تعزيزء seal التسامح الفكري'],[np.str_('AUTH_00036')]
810,"ه ومقتضبه, والكلمات لها معان اصطلاحيه محدده ويحتاج الطلبه لفهم معانيها ومعرفه اوجه التشابه والاختلاف بينها ( Barton et al., 2) . وترتبط العبارات بالمنطق الرياضيء لذلك فان فهمه عامل اساسي لفهم الدروسء وايضا تعرض المعلومات في GUS الرياضيات بطرق متنوعه من كلمات وجداول ورسوم بيانيه ورموز رياضيه ما يحتاج معه القارئ الا التنقل والربط بين هذه الصور المختلفه ليكون معنا للمفاهيم الرياضيه المعروضه. MUS فان صفحات BUS الرياضيات غالبا ما تحوي هوامش ومعلومات موضوعه في clare يحتاج القارئ للاطلاع عليها وربطها بالدرس. لذلك فان اتجاهات القراءه في كتاب الرياضيات متنوعه, فالطالب ينظر في اتجاهات مختلفه في الصفحه, مما يتطلب منه تركيرا ومتابعه ) Barton .(Heidema, 2002 وايضا كتاب الرياضيات مليء بالرموز الرياضيه التي يحتاج الطالب لمعرفه معانيها ومدلولاتها (Weinberg Wiesner, 2011) ويصبح اكثر تجريدا مع تطور المراحل التعليميه مما يجعله يحتاج لمجهود اكبر في التصور والفهم ( Bossé Faulconer 2008; Selden .(Shepherd, 2013 ولقد اقترح الباحثون والمختصون في مجال الرياضيات طرقا لقراءه كتاب الرياضيات لتمكين المتعلم من الاستفاده من الكتاب, مثل ان يبدا المتعلم بمسح عام لمحتوا الفصل الدراسي والاطلاع علا العناوين و",ARPD,finalpdfs/154.pdf,['لطلبه لا يجيدون قراءه'],[np.str_('AUTH_00218')]
811,"هدفت الدراسه الا الكشف عن درجه تمكين المعلمين في المدارس الحكوميه بمحافظه مسقط في سلطنه Glee وتحديد اثر اختلاف بعض المتغيرات الديموغرافيه علا تقديرات افراد العينه. وقد استخدم الباحثون المنهج الوصفيء وتم جمع البيانات من خلال استبانه مكونه من (38) فقرهء وتكونت عينه الدراسه من )632( معلما ومعلمه, تم اختيارهم باسلوب العينه المتيسره. واظهرت النتائج ان درجه تمكين المعلمين جاءت مرتفعه في جميع المجالات باستثناء مجالي المشاركه في صنع القرارء والاستقلاليه. وذلك بتقدير متوسط. كما ظهرت فروق Us احصائيا تعزا لمتغير الجنس في جميع المجالات لصالح الاناث. ما عدا في مجالي المشاركه في صنع القرارء والمكانه لم تظهر فيهما فروق Alls كما لم تظهر فروق داله تعزا لمتغير المرحله التعليميه في جميع المجالات باستثناء مجال الاستقلاليه. حيث كانت الفروق فيه داله لصالح مدارس الحلقه led والمدارس المستمره. واخيرا لم تظهر فروق داله تعزا لمتغير سنوات الخبره في جميع المجالات. (ال",ARPD,finalpdfs/155.pdf,"['تمكين المعلم. المدارس الحكوميه', 'الاداره المدرسيه. سلطنه']","[np.str_('AUTH_00128'), np.str_('AUTH_00104')]"
812,"هدفت الدراسه الحاليه الا تعرف اثر استراتيجيه الكرسي الساخن في تحسين مهارات التعبير الشفوي لدا طالبات الصف السابع الاساسي. استخدم الباحث منهج البحث شبه التجريبي . وتكونت عينه الدراسه من )32( طالبه من طالبات الصف السابع الاساسي من مدرسه روضه الاميره بسمه الاساسيه الاولا للبنات التابعه لمديريه تربيه لواء الباديه الشماليه Ay yall قسمن الا مجموعتين: تجريبيه. وفيها )16( طالبه. وضابطه: وفيها )16( طالبه. ولتحقيق اهداف dal all تم تطوير قائمه تقدير مهارات التعبير الشفوي. تالفت من (12) فقره, تضمنت مهارات المضمون. ومهارات حسن الاداء . وتم اعداد اختبار موقفي في مهارات التعبير الشفوي. (ال",ARPD,finalpdfs/156.pdf,['استراتيجيه الكرسي الساخنء مهارات التعبير الشفوي'],"[np.str_('AUTH_00016'), np.str_('AUTH_00013'), np.str_('AUTH_00001')]"
813,هدفت الدراسه الحاليه الا مقارنه فاعليه العلاج المختصر المركز علا الحل والعلاج الادلري في تخفيض التسويف الاكاديمي وتحسين التفاؤل لدا عينه من طالبات المدارس الثانويه. تكونت عينه الدراسه من (60) طالبه من طالبات الصفين العاشر والحادي عشر في احدا المدارس الحكوميه في محافظه اربدء الاردن. ولتحقيق اهداف الدراسه؛ تم استخدام مقياس للتسويف الاكاديمي الذي تكون من (15) فقره. واخر لقياس التفاؤلء تكون من )8( فقرات. وتم اختيار الطالبات بناء علا درجاتهن المرتفعه علا مقياس التسويف الاكاديمي. ودرجاتهن المنخفضه علا مقياس التفاؤل. وقد وزعن عشوائيا الا ثلاث مجموعات متساويه: مجموعتين تجريبيتين ومجموعه ضابطه. تلقت المجموعه التجريبيه الاولا برنامج علاج مختصر مركز علا الحلء وتلقت المجموعه التجريبيه الثانيه برنامج علاج ادلريء Lol المجموعه الضابطه فلم تتلق اي معالجه. واشارت نتائج القياس البعدي الا ان البرنامجين العلاجيين كانا اكثر فاعليه بشكل دال احصائيا في تخفيض التسويف الاكاديمي وتحسين التفاؤل من عدم المعالجه. بالاضافه الا ALS تبين ان العلاج المختصر المركز علا الحل كان اكثر فاعليه في تخفيض التسويف الاكاديمي من العلاج الادلري. واوصت الدراسه استنادا الا نتائج الدراسه بتدريب المرشدين المدرسيين علا استخدام اساليب العلاج المختصر المركز علا الحل والعلاج الادلري لمساعده الطلبه في التعامل مع مشكلاتهم الاكاديميه والشخصيه. (ال,ARPD,finalpdfs/157.pdf,['التسويف الاكاديميء Jalal العلاج المختصر المركز علا'],[np.str_('AUTH_00133')]
814,"هدفت الدراسه الحاليه الا معرفه اثر استخدام شبكه المناقشه العنكبوتيه (شبكه الافكار) في اكتساب طالبات الصف التاسع الاساسي للمفاهيم العلميه والدافعيه نحو تعلم العلوم. استخدم الباحثان المنهج شبه التجريبي حيث تكونت عينه الدراسه من (72) طالبه من طالبات الصف التاسع الاساسي بمحافظه مسقط بسلطنه عمانء وقد وزعت العينه الا مجموعه تجريبيه عدد طالباتها )36( طالبه تم تدريسهن باستخدام شبكه المناقشه. وضابطه عدد طالباتها )36( طالبه تم تدريسهن بالطريقه الاعتياديه. وللاجابه عن اسئله الدراسه. تم اعداد دروس باستخدام الاستراتيجيه. كما اشتملت Sigal الدراسه علا اختبار المفاهيم العلميه, ومقياس للدافعيه. وقد تم التحقق من صدقهما وثباتهما بالطرق النفسيه والاحصائيه المعروفه. واشارت نتائج الدراسه الا وجود فروق ذات دلاله احصائيه عند مستوا (0-0.05) في اختبار المفاهيم العلميه. ومقياس الدافعيه. لصالح المجموعه التجريبيه. وقد اوصت الدراسه بعدد من التوصيات من اجل استخدام شبكه المناقشه في تدريس العلوم؛ منها: عقد دورات تدريبيه للمعلمين لتدريبهم علا اعداد الدروس باستخدام شبكه المناقشه العنكبوتيه . وتوظيف ذلك في تعزيز دافعيه الطلبه لتعلم العلوم. ال",ARPD,finalpdfs/158.pdf,['شبكه المناقشه العنكبوتيه (شبكه الافكار). المفاهيم العلميه'],"[np.str_('AUTH_00009'), np.str_('AUTH_00079')]"
815,"هدفت الدراسه الحاليه الا معرفه اثر استخدام شبكه المناقشه العنكبوتيه (شبكه الافكار) في اكتساب طالبات الصف التاسع الاساسي للمفاهيم العلميه والدافعيه نحو تعلم العلوم. استخدم الباحثان المنهج شبه التجريبي حيث تكونت عينه الدراسه من (72) طالبه من طالبات الصف التاسع الاساسي بمحافظه مسقط بسلطنه عمانء وقد وزعت العينه الا مجموعه تجريبيه عدد طالباتها )36( طالبه تم تدريسهن باستخدام شبكه المناقشه. وضابطه عدد طالباتها )36( طالبه تم تدريسهن بالطريقه الاعتياديه. وللاجابه عن اسئله الدراسه. تم اعداد دروس باستخدام الاستراتيجيه. كما اشتملت Sigal الدراسه علا اختبار المفاهيم العلميه, ومقياس للدافعيه. وقد تم التحقق من صدقهما وثباتهما بالطرق النفسيه والاحصائيه المعروفه. واشارت نتائج الدراسه الا وجود فروق ذات دلاله احصائيه عند مستوا (0-0.05) في اختبار المفاهيم العلميه. ومقياس الدافعيه. لصالح المجموعه التجريبيه. وقد اوصت الدراسه بعدد من التوصيات من اجل استخدام شبكه المناقشه في تدريس العلوم؛ منها: عقد دورات تدريبيه للمعلمين لتدريبهم علا اعداد الدروس باستخدام شبكه المناقشه العنكبوتيه . وتوظيف ذلك في تعزيز دافعيه الطلبه لتعلم العلوم. ال",ARPD,finalpdfs/159.pdf,['شبكه المناقشه العنكبوتيه (شبكه الافكار). المفاهيم العلميه'],"[np.str_('AUTH_00148'), np.str_('AUTH_00167'), np.str_('AUTH_00152')]"
816,"هدفت الدراسه الي التحقق من فاعليه برنامج قائم علي العلاج السلوي الايجابا لتحسين اداره التغيير وخفض اضطراب المعرفه في Ub التحول الرقمي لدي عينه من طالبات الجامعه وتكونت عينه البحث من (40 ) طالبه وتم تقسيمهمن الي مجموعتين متساويتين الاولي تجريبيه وعدها )20( والثانيه ضابطه وعدها )20( تتراوح اعمارهن ما بين )20-18( سنه بمتوسط قدره )19,13( عاما وانحراف معيارا ( 0.64 ) . واستخدمت الباحثتان مقياس اداره التغيير.ء ومقياس اضطراب المعرفه . (اعداد الباحثتان) والبرنامج القائم علي العلاج السلوي الايجابي (اعداد الباحثتان) . واشارت نتائج الدراسه الي وجود فروق ذات دلاله احصائيه بين متوسطات رتب درجات اداره التغيير واضطراب المعرفه لدي افراد المجموعتين التجريبيه والضابطه في القياس البعدي لصالح المجموعه التجريبيه وتوصلت نتائج الدراسه ايضا الا وجود فروق GIS دلاله احصائيه بين متوسطات رتب درجات اداره التغيير واضطراب المعرفه لدي افراد المجموعه التجريبيه في القياسين القبلي coals لصالح القياس البعديء كما اسفرت النتائج عن عدم وجود فروق ذات دلاله احصائيه بين متوسطات رتب درجات اداره التغيير واضطراب المعرفه لدي افراد المجموعه التجريبيه في القياسين البعدي والتتبعي. مما يدل علا استمراريه اثر البرنامج في تحسين اداره التغيير وخفض اضطراب المعرفه في ظل التحول الرقمي لدي عينه من طالبات الجامعه وقد تم تفسير النتائج في ضوء ما انتهيت اليه نتائج البحوث والدراسات السابقه. كما خرجت الباحثتان بعدد من التوصيات, واقترحتا Ae gare من المقترحات في ضوء نتائج الدراسه . ال",ARPD,finalpdfs/15.pdf,['العلاج السلوي glee yl اداره التغيير. اضطراب المعرفه. التحول الرقمي'],"[np.str_('AUTH_00137'), np.str_('AUTH_00214'), np.str_('AUTH_00220'), np.str_('AUTH_00083')]"
817,هدفت الدراسه الا تعرف دور البوابه التعليميه في تطوير اداء الاداره المدرسيه في ضوء متطلبات الاداره الالكترونيه من وجهه نظر مديري المدارس بسلطنه عمانء واستخدم الباحث المنهج الوصفي المسحيء ولتحقيق اهداف الدراسه صممت استبانه تكونت من (32) فقره موزعه علا ثلاثه مجالات هي: المجال المعرفي pills والمجال الاداري والمجال الفني وتم التحقق من صدقها وثباتهاء وتكون مجتمع الدراسه من مديري مدارس محافظات مسقط والبريمي وجنوب الباطنه وكانت عينه الدراسه (116) مديرا ومديره. وتوصلت الدراسه الا وجود فروق ذات دلاله احصائيه عند مستوا الدلاله )0 0.05( لتقديرات افراد العينه تعزا لمتغير النوع؛ ولصالح الاناث.. واوصت الدراسه زياده عدد البرامج لمديري ومديرات المدارس للنوافذ المختلفه المنبثقه من البوابه التعليميه لسلطنه عمان. (ال,ARPD,finalpdfs/160.pdf,['البوابه التعليميه الاداره المدرسيه. الاداره الالكترونيه'],"[np.str_('AUTH_00046'), np.str_('AUTH_00003'), np.str_('AUTH_00129')]"
818,"ن والباحثين النفسيينء ولا تقتصر اسباب هذا الاضطراب المحير علا سبب منفردء Gls اسبابه متعددهء ولا يزال هذا الاضطراب مثيرا للجدل من حيث تشخيصه. واسبابه. واساليب علاجه؛ فهو اضطراب غير قابل للتنبق به. وقد اشارت نتائج الدراسات الا العديد من المشكلات والتحديات الناجمه عن اصابه الطفل بهذا الاضطرابء وانعكاسات هذه المشكلات والتحديات التي تواجه الاسره؛ مما يؤثر في التماسك الاسري والقدره علا تلبيه احتياجات ورعايه الطفل. وحسب ما ورد في الدليل الاحصائي والتشخيصي للاضطرابات العقليه/ الطبعه الخامسه ( Diagnostic and Statistical Manual of Mental (Disorders 5 Edition يعد اضطراب طيف التوحد مجموعه من الاضطرابات العصبيه التي تتصف بالعجز والقصور النوعي الواضح والمستمرء ويظهر في مجالين نمائيين هما: مجال التفاعل الاجتماعي والتواصل اللفظي وغير اللفظي. ومجال السلوكات النمطيه والاهتمام المحدد ( American .(Psychiatric Association, 2013) كما يظهر هؤلاء الاطفال محدوديه وضعفا في الجانب الاجتماعي والتواصليء وتباينا في النمو المعرفي, اضافه الا انماط مختلفه من السلوكات اللاتكيفيه تحد من قيامهم بالانشطه اليوميه. والتحكم بسلوكاتهم؛ مما يسهم في مواجهه الاسره للعديد من المشكلات والضغوطات ع5 Hasting Johnson,2001; Davis .(Carter, 2008 وقد اشار العديد من الدراسات الا ان امهات الاطفال ذوي اضطراب طيف التوحد يواجهن مستويات مرتفعه من الضغوطات مقارنه مع امهات الاطفال العاديين (2005 (Baker- Eriezen et al.,",ARPD,finalpdfs/161.pdf,['الضغوط النفسيه. اضطراب طيف coe gill الكفاءه الذاتيه'],"[np.str_('AUTH_00048'), np.str_('AUTH_00018')]"
819,"ن والباحثين النفسيينء ولا تقتصر اسباب هذا الاضطراب المحير علا سبب منفردء Gls اسبابه متعددهء ولا يزال هذا الاضطراب مثيرا للجدل من حيث تشخيصه. واسبابه. واساليب علاجه؛ فهو اضطراب غير قابل للتنبق به. وقد اشارت نتائج الدراسات الا العديد من المشكلات والتحديات الناجمه عن اصابه الطفل بهذا الاضطرابء وانعكاسات هذه المشكلات والتحديات التي تواجه الاسره؛ مما يؤثر في التماسك الاسري والقدره علا تلبيه احتياجات ورعايه الطفل. وحسب ما ورد في الدليل الاحصائي والتشخيصي للاضطرابات العقليه/ الطبعه الخامسه ( Diagnostic and Statistical Manual of Mental (Disorders 5 Edition يعد اضطراب طيف التوحد مجموعه من الاضطرابات العصبيه التي تتصف بالعجز والقصور النوعي الواضح والمستمرء ويظهر في مجالين نمائيين هما: مجال التفاعل الاجتماعي والتواصل اللفظي وغير اللفظي. ومجال السلوكات النمطيه والاهتمام المحدد ( American .(Psychiatric Association, 2013) كما يظهر هؤلاء الاطفال محدوديه وضعفا في الجانب الاجتماعي والتواصليء وتباينا في النمو المعرفي, اضافه الا انماط مختلفه من السلوكات اللاتكيفيه تحد من قيامهم بالانشطه اليوميه. والتحكم بسلوكاتهم؛ مما يسهم في مواجهه الاسره للعديد من المشكلات والضغوطات ع5 Hasting Johnson,2001; Davis .(Carter, 2008 وقد اشار العديد من الدراسات الا ان امهات الاطفال ذوي اضطراب طيف التوحد يواجهن مستويات مرتفعه من الضغوطات مقارنه مع امهات الاطفال العاديين (2005 (Baker- Eriezen et al.,",ARPD,finalpdfs/162.pdf,['الضغوط النفسيه. اضطراب طيف coe gill الكفاءه الذاتيه'],"[np.str_('AUTH_00059'), np.str_('AUTH_00094')]"
